"intNewspaperID","strPlace","strNewspaper","strInterval","intStartingVolume","intStartingNumber","intStartingDay","intStartingMonth","intStartingYear","intEndingVolume","intEndingNumber","intEndingDay","intEndingMonth","intEndingYear","strContinuesFrom","strContinuedBy","strMergedWith","strToForm","strAbsorbedBy","intHarper","strNoteEN","strNoteFR","ysnContinued","ysnFrench","ysnDatesQuestionable"
"491","Saint John","Ordeal","weekly","0","0","0","4","1849","0","0","0","0","0","-","-","-","-","-","330","-","-","False","False","True"
"492","Saint John","Patriot","unknown","0","0","0","0","1865","0","0","0","0","0","-","-","-","-","-","331","-","-","False","False","False"
"493","Saint John","The Penny Dip","weekly","1","1","28","12","1877","1","29","27","7","1878","-","-","-","-","-","332","-","-","False","False","True"
"494","Saint John","Phoenix Advertiser","weekly","1","1","25","4","1846","1","51","24","4","1847","-","-","-","-","-","333","-","-","False","False","False"
"495","Saint John","Presbyterian Advocate","weekly","1","1","5","6","1869","8","0","0","6","1876","-","-","-","-","378","337","-","-","False","False","False"
"496","Saint John","Progress","weekly","1","1","5","5","1888","13","679","1","2","1902","-","-","-","-","-","339","-","-","False","False","False"
"497","Saint John","The Provincial Home Journal Devoted to the Cause of Temperance and General Literature","weekly","1","1","0","11","1864","1","11","26","1","1865","-","433","-","-","-","0","-","-","False","False","False"
"498","Saint John","Quidnunc","irregular","1","1","27","2","1967","0","0","20","3","1967","358","404","-","-","-","0","Only two issues published (Feb 27, Mar 20).\nStudent Publication of the University of New Brunswick in Saint John.","Seulement deux éditions ont été publiées, celles du 27 février et du 20 mars).\nJournal étudiant de l'Université du Nouveau-Brunswick à Saint John.","False","False","False"
"499","Saint John","Quip","2/monthly","1","1","9","5","1874","1","13","24","10","1874","-","-","-","-","-","344","-","-","False","False","False"
"500","Saint John","The Railway News","weekly","0","0","0","0","1897","0","0","0","0","1899","-","-","-","-","-","0","-","-","False","False","True"
"501","Saint John","Railway Record","weekly","1","1","3","9","1904","0","0","0","0","1906","-","-","-","-","-","345","-","-","False","False","False"
"502","Saint John","Recorder","weekly","1","1","20","11","1930","0","0","0","0","1936","-","-","-","-","-","0","-","-","False","False","True"
"503","Saint John","Religious Intelligencer","varies","1","1","1","1","1853","23","43","25","10","1905","503","503","459","456","-","349","-","-","False","False","False"
"504","Saint John","Reporter","weekly","0","0","0","6","1842","0","0","0","0","0","-","-","-","-","-","349","-","-","False","False","True"
"505","Saint John","The Royal Gazette","weekly","17","954","1","12","1802","0","0","0","0","1815","506","148","-","-","-","351","Published as part of ""The City Gazette"".","Publié dans ""The City Gazette"".","False","False","True"
"506","Saint John","Royal Gazette and New Brunswick Advertiser","weekly","1","1","11","10","1785","0","0","0","0","1814","-","505","-","-","-","351","Published by: Christopher Sower, King's Printer 1785-99; John Ryan, King's Printer 1799-1802.","Publié par Christopher Sower, Imprimeur du Roi de 1785 à 1799, et par John Ryan, Imprimeur du Roi de 1799 à 1802.","False","False","False"
"507","Saint John","The Royal New Brunswick Gazette and Weekly Advertiser","weekly","0","0","0","0","1785","0","0","0","0","0","-","517","-","-","-","358","-","-","False","False","True"
"508","Saint John","The Royal St. John's Gazette and Nova Scotia Intelligencer","weekly","1","1","18","12","1783","0","0","0","0","1784","-","300","-","-","-","0","First published in Carleton, Nova Scotia.  Until 1784 the Province of Nova Scotia included both the modern provinces of Nova Scotia and New Brunswick.  Carleton, Nova Scotia is now known as Saint John, New Brunswick.","D'abord publié à Carleton (Nouvelle-Écosse). Jusqu'à 1784, la Nouvelle-Écosse comprenait la province actuelle du même nom et le Nouveau-Brunswick. Carleton est devenu Saint John (Nouveau-Brunswick).","False","False","False"
"509","Saint John","Rural Life Journal","monthly","0","0","30","1","1979","0","0","29","1","1981","-","-","-","-","-","0","Published as a supplement to ""The Telegraph Journal"".","Publié comme supplément au ""Telegraph Journal"".","False","False","True"
"510","Saint John","Saint John Albion","weekly","0","0","0","0","1860","0","0","0","0","1861","342","-","-","-","-","206","-","-","False","False","True"
"511","Saint John","The Saint John Citizen","daily","2","146","4","1","1938","3","153","6","1","1939","370","-","-","-","-","238","-","-","False","False","False"
"512","Saint John","Saint John Colonist","unknown","1","1","0","0","1837","0","0","0","0","1839","-","-","-","-","-","355","It may be a continuation of the ""British Colonist and Mechanics' and Traders' Advocate"".","Il pourrait s'agir de la continuation du ""British Colonist and Mechanics' and Traders' Advocate"".","False","False","True"
"513","Saint John","Saint John Community Voice","unknown","1","1","10","3","1972","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"514","Saint John","Saint John Daily News","daily","36","293","12","12","1871","39","170","19","7","1877","389","526","-","-","-","325","-","-","False","False","False"
"515","Saint John","The Saint John Gazette","unknown","18","893","9","7","1803","22","1126","28","12","1807","516","-","-","-","-","358","-","-","False","False","False"
"516","Saint John","The Saint John Gazette and General Advertiser","unknown","13","670","29","3","1799","18","892","4","7","1803","517","515","-","-","-","358","-","-","False","False","False"
"517","Saint John","The Saint John Gazette and the Weekly Advertiser","weekly","0","0","0","0","1786","13","669","22","3","1799","507","516","-","-","-","358","-","-","False","False","False"
"518","Saint John","Saint John Globe","daily","8","229","26","9","1866","69","12","15","1","1927","385","-","415","414","-","265","Published weekly, semi weekly and a Saturday edition called ""Saturday Globe"".","Publié en édition hebdomadaire et bihebdomadaire, et en édition du samedi appellée ""Saturday Globe"".","False","False","False"
"519","Saint John","Saint John Herald","3/weekly","1","1","5","8","1842","0","0","0","0","1848","428","348","-","-","-","268","-","-","False","False","False"
"520","Saint John","The Saint John Mail and Commercial Advertiser","3/weekly","1","1","0","12","1847","0","0","0","0","1848","-","-","-","-","-","360","-","-","False","False","False"
"521","Saint John","Saint John Mediator","weekly","1","1","0","0","1842","0","0","0","7","1843","-","-","-","-","-","361","-","-","False","False","True"
"522","Saint John","Saint John Mirror","weekly","1","1","2","12","1841","0","0","0","0","1843","-","-","-","-","-","362","-","-","False","False","True"
"523","Saint John","Saint John Monitor","weekly","1","1","0","0","1899","0","0","0","0","1914","-","-","-","-","-","303","-","-","False","False","True"
"524","Saint John","The Saint John Morning News","3/weekly","7","1","1","1","1845","9","105","30","8","1847","465","554","-","-","-","325","-","-","False","False","False"
"525","Saint John","Saint John Morning Times","2/weekly","1","1","0","10","1851","2","0","0","0","1853","-","471","-","-","-","393","-","-","False","False","True"
"526","Saint John","Saint John News","daily","37","147","22","6","1877","37","158","5","7","1877","514","514","-","-","-","325","-","-","False","False","False"
"527","Saint John","Saint John Observer","weekly","1","1","0","0","1851","0","0","0","0","1855","-","490","-","-","-","364","-","-","False","False","True"
"528","Saint John","Saint John Weekly Globe","weekly","0","0","0","0","1860","0","0","0","0","1913","354","596","-","-","-","265","A weekly edition of ""Daily Evening Globe"", 1859-66, intended for country subscribers.","Une édition hebdomadaire du ""Daily Evening Globe"" (1859-1866) destinée à des abonnés ruraux.","False","False","True"
"529","Saint John","Saint John Weekly News","weekly","0","0","0","0","1874","0","0","0","0","1883","465","599","-","-","-","325","Weekly edition of ""Saint John Daily News"" (1871) and its successors.","Édition hebdomadaire du ""Saint John Daily News"" (1871) et de ses successeurs.","False","False","True"
"530","Saint John","Saint John Weekly Sun","weekly","1","1","0","11","1878","0","0","0","0","1897","-","536","-","-","-","382","-","-","False","False","True"
"531","Saint John","Satirist","weekly","0","0","0","0","1848","0","0","0","0","0","-","-","-","-","-","367","Harper indicates prospectus issued for [v 1,no 1, 1848?] but no record of actual publication.","Harper mentionne la publication d'un prospectus se rapportant au vol. 1, no 1 (1848?), mais rien n'indique que celui-ci a été publié.","False","False","False"
"532","Saint John","Satirist","weekly","1","1","0","3","1879","0","0","0","0","0","-","-","-","-","-","368","-","-","False","False","True"
"533","Saint John","The Saturday Gazette","weekly","1","1","30","4","1887","2","64","28","7","1888","-","408","-","-","-","263","-","-","False","False","False"
"534","Saint John","Saturday Globe","weekly","1","1","0","1","1886","14","0","0","0","1899","-","-","-","-","-","265","Saturday edition of ""Saint John Globe"".","Édition du samedi du ""Saint John Globe"".","False","False","True"
"535","Saint John","Secret","weekly","1","1","8","3","1879","0","0","0","0","0","-","-","-","-","-","370","-","-","False","False","False"
"536","Saint John","Semi Weekly Sun","2/weekly","0","0","0","0","1898","0","0","17","11","1906","530","488","-","-","-","382","Microfilmed by: The British Library 2 reels.\nWeekly Saturday edition of the ""Saint John Globe"".","Microfilmé par la British Library (2 bobines).\nÉdition hebdomadaire du samedi du ""Saint John Globe"".","False","False","True"
"537","Saint John","Semi Weekly Telegraph","2/weekly","0","0","0","0","1898","0","0","0","3","1910","605","-","488","538","-","383","-","-","False","False","True"
"538","Saint John","Semi Weekly Telegraph and News","2/weekly","0","0","0","3","1910","0","0","0","0","1925","488,538","-","-","-","-","0","-","-","False","False","True"
"539","Saint John","The SJ Viewpoint","irregular","0","0","4","9","1984","0","0","15","2","1985","588","586","-","-","-","0","Sub-title: University of New Brunswick in Saint John Campus News.","Sous-titre : University of New Brunswick in Saint John Campus News.","False","False","False"
"540","Saint John","Sporting News","weekly","1","1","24","7","1910","0","0","0","0","0","-","-","-","-","-","372","-","-","False","False","False"
"541","Saint John","St. John Advertiser","monthly","1","1","0","0","1869","0","0","0","0","1871","-","-","-","-","-","353","-","-","False","False","False"
"542","Saint John","St. John Business Man's Friend","unknown","1","1","0","7","1861","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"543","Saint John","St. John Centennial Advertiser","unknown","0","0","0","10","1883","0","0","0","12","1883","-","-","-","-","-","354","-","-","False","False","False"
"544","Saint John","St. John Chronicle","weekly","21","36","8","5","1857","0","0","0","0","1860","592","-","-","-","-","235","-","-","False","False","True"
"545","Saint John","St. John Chronicle and Colonial Conservative","weekly","15","45","18","7","1851","20","25","22","2","1856","592","592","-","-","-","235","-","-","False","False","False"
"546","Saint John","The St. John Daily Sun","daily","10","129","2","6","1887","29","107","4","5","1906","393","566","-","-","-","382","-","-","False","False","False"
"547","Saint John","St. John Daily Telegraph and Morning Journal","daily","1","1","1","7","1869","5","58","6","9","1873","555,564","394","-","-","-","383","-","-","False","False","False"
"548","Saint John","The St. John Evening Times","daily","1","1","1","10","1904","0","0","7","2","1905","423","412","-","-","-","396","-","-","False","False","False"
"549","Saint John","St. John Free Press","weekly","1","1","7","12","1853","0","0","0","0","1854","-","-","-","-","-","357","-","-","False","False","False"
"550","Saint John","St. John Liberator and Irish Advocate","weekly","1","1","0","0","1843","0","0","0","0","1847","-","-","-","-","-","359","-","-","False","False","True"
"551","Saint John","The St. John Morning News","3/weekly","3","1","26","4","1841","3","35","9","7","1841","465","552","-","-","-","325","-","-","False","False","False"
"552","Saint John","The St. John Morning News and General Advertiser","3/weekly","0","36","12","7","1841","3","38","16","7","1841","551","553","-","-","-","325","-","-","False","False","False"
"553","Saint John","St. John Morning News and General Advertising Newspaper","3/weekly","3","39","19","7","1841","4","150","7","4","1843","552","467","-","-","-","325","-","-","False","False","False"
"554","Saint John","Morning News","3/weekly","9","106","1","9","1847","10","17","9","2","1848","524","465","-","-","-","325","-","-","False","False","False"
"555","Saint John","St. John Morning Telegraph","3/weekly","4","176","18","9","1866","7","120","29","6","1869","470","-","464","547","-","383","-","-","False","False","False"
"556","Saint John","St. John Saturday Night","weekly","1","1","22","12","1923","1","14","22","3","1924","-","-","-","-","-","366","-","-","False","False","True"
"557","Saint John","The St. John Standard","daily","4","108","7","8","1912","14","76","24","6","1922","560","387","-","-","-","377","-","-","False","False","False"
"558","Saint John","St. John Star","daily","1","1","10","9","1900","0","0","12","3","1906","-","562","-","-","-","378","-","-","False","False","False"
"559","Saint John","The St. John Weekly Freeman","weekly","1","1","6","9","1878","7","49","2","8","1884","595,462","-","-","-","-","259","Title varies - may from time to time have been published as ""Weekly Freeman"".\nFrom 1851 - 1878 both a weekly and a tri-weekly version ""The Morning Freeman"" were published","Le nom varie. Pourrait avoir été publié de temps à autre sous le nom ""Weekly Freeman"".\nDe 1851 à 1878, le ""The Morning Freeman"" a été publié en éditions hebdomadaire et trihebdomadaire.","False","False","True"
"560","Saint John","Standard","daily","1","1","26","9","1908","4","107","6","8","1912","392","392","-","-","-","377","See also ""The Standard and New Brunswick Farmer"".","Voir aussi ""The Standard and New Brunswick Farmer"".","False","False","False"
"561","Saint John","The Standard and New Brunswick Farmer","varies","1","1","0","3","1909","0","0","28","11","1921","-","-","-","-","-","377","-","-","False","False","False"
"562","Saint John","The Star","weekly","1","0","20","5","1819","11","10","8","7","1828","564","601","-","-","-","379","-","-","False","False","False"
"563","Saint John","The Star","daily","0","0","0","7","1906","0","0","12","3","1910","558","-","-","-","412","378","-","-","False","False","True"
"564","Saint John","The Star and New Brunswick Literary Political and  Commercial Intelligencer","weekly","1","1","19","5","1818","0","0","13","5","1819","-","562","-","-","-","379","-","-","False","False","False"
"565","Saint John","Statesman or New Brunswick Palladium","weekly","0","0","0","0","1838","0","0","0","0","0","-","-","-","-","-","380","-","-","False","False","False"
"566","Saint John","The Sun","daily","29","108","5","5","1906","34","61","12","3","1910","546","-","394","395","-","382","Weekly edition was called ""The News"".","L'édition hebdomadaire avait pour nom ""The News"".","False","False","False"
"567","Saint John","Sunday Herald","weekly","1","1","9","2","1986","1","22","6","7","1986","-","478","-","-","-","0","-","-","False","False","False"
"568","Saint John","Telegram","weekly","0","0","0","3","1841","0","0","0","0","0","-","-","-","-","-","385","This could be ""The Telegraph"".","Il pourrait s'agir du ""Telegraph"".","False","False","True"
"569","Saint John","Telegraph a Family Journal","weekly","0","0","0","0","1849","0","0","0","0","1850","570","575","-","-","-","389","-","-","False","False","True"
"570","Saint John","The Telegraph or Temperance Organ","weekly","0","0","0","0","1848","0","0","0","0","1849","574","569","-","-","-","389","-","-","False","False","True"
"571","Saint John","Telegraph Journal","daily","54","11","16","7","1923","0","0","0","0","0","387,394","479","-","-","-","384","-","-","False","False","False"
"572","Saint John","Temperance Banner","weekly","0","0","0","6","1861","0","0","0","0","1862","-","-","-","-","-","386","-","-","False","False","False"
"573","Saint John","Temperance Reformer and Telegraph","weekly","17","0","0","1","1861","0","0","0","6","1861","574","-","-","-","-","388","-","-","False","False","True"
"574","Saint John","Temperance Telegraph","weekly","1","1","24","1","1844","0","0","0","12","1860","576","570","-","-","-","389","Titles and sub titles change frequently.  Subtitles: 1844   Devoted to Temperance, Agriculture, and General News of the Day.  1860  Devoted to Temperance, Literature, Agriculture and News.","Le nom et le sous-titre changent souvent. Sous-titre en 1844 : « Devoted to Temperance, Agriculture, and General News of the Day ». Sous-titre en 1860 : « Devoted to Temperance, Literature, Agriculture and News ».","False","False","True"
"575","Saint John","Temperance Telegraph and Organ of the Sons of Temperance","weekly","1","1","0","4","1851","0","0","0","0","1856","569","576","-","-","-","389","-","-","False","False","True"
"576","Saint John","Temperance Telegraph and Prohibitory Law Advocate","weekly","0","0","0","0","1856","0","0","0","3","1860","575","574","-","-","-","389","-","-","False","False","True"
"577","Saint John","This Week","weekly","0","0","0","0","1849","0","0","0","0","0","-","-","-","-","-","390","-","-","False","False","False"
"578","Saint John","The Times","weekly","1","1","10","3","1853","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","True"
"579","Saint John","The Times","weekly","1","1","0","0","1860","0","0","0","0","0","-","-","-","-","-","391","-","-","False","False","True"
"580","Saint John","Times: or True Briton","weekly","1","1","21","1","1808","0","0","0","0","1811","-","373","-","-","-","394","-","-","False","False","False"
"581","Saint John","Topics of the Town","weekly","1","1","23","6","1904","0","0","0","0","0","-","-","-","-","-","397","-","-","False","False","False"
"582","Saint John","Torch","weekly","1","1","22","12","1877","0","0","10","8","1878","-","-","-","-","-","398","-","-","False","False","False"
"583","Saint John","Trade Reporter","monthly","1","1","0","5","1884","0","0","0","0","1886","-","-","-","-","-","400","-","-","False","False","True"
"584","Saint John","The True Humorist","weekly","1","1","8","10","1864","2","0","0","0","1866","-","484","-","-","-","404","Title changed ""on occasion of Confederation"".","Nom changé à l'occasion de la Confédération (« on occasion of Confederation »).","False","False","True"
"585","Saint John","True Liberator","weekly","1","1","0","5","1847","0","0","0","0","1850","-","-","-","-","-","405","-","-","False","False","False"
"586","Saint John","Tucker Park Press","irregular","0","0","15","3","1985","0","0","7","4","1987","539","347","-","-","-","0","Sub-title: UNBSJ Campus News. Feb 4, 1986 issue called ""Puckered Up Press""; inverted pages at end of April 7, 1987 issue also called ""Puckered Up Press"".","Sous-titre : UNBSJ Campus News. L'édition du 4 février 1986 est appellée « Puckered Up Press ». Les pages sont inversées à la fin de l'édition du 7 avril 1987, elle aussi appellée « Puckered Up Press ».","False","False","False"
"587","Saint John","United Empire Loyalist","weekly","0","0","0","0","1874","0","0","0","0","0","-","-","-","-","-","408","-","-","False","False","False"
"588","Saint John","The Viewpoint","monthly","0","0","28","10","1983","0","0","19","4","1984","404","539","-","-","-","0","Sub-title: The University of New Brunswick, Saint John Campus official student newspaper.","Sous-titre : « The University of New Brunswick, Saint John Campus official student newspaper ».","False","False","False"
"589","Saint John","Wasp","2/weekly","1","1","22","1","1874","1","3","28","1","1874","-","-","-","-","-","411","-","-","False","False","True"
"590","Saint John","Watchman","weekly","1","1","5","1","1875","3","6","9","6","1877","-","-","-","-","-","412","-","-","False","False","False"
"591","Saint John","The Weekly Advertiser","weekly","1","1","30","11","1878","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"592","Saint John","Weekly Chronicle","weekly","1","1","9","9","1836","21","35","1","5","1857","545","545","-","-","-","235","-","-","False","False","False"
"593","Saint John","The Weekly Citizen","weekly","4","41","5","1","1989","5","11","5","6","1989","370","-","-","-","-","0","-","-","False","False","False"
"594","Saint John","The Weekly Despatch","weekly","1","1","11","6","1862","2","3","15","4","1863","-","-","-","-","-","249","-","-","False","False","False"
"595","Saint John","Weekly Freeman","weekly","0","0","0","0","1849","0","0","0","0","1878","-","-","462","559","-","259","Title varies - may from time to time have published as The ""St. John Weekly Freeman"".","Le nom varie. Il pourrait avoir été publié de temps à autre sous le nom de ""St. John Weekly Freeman"".","False","False","True"
"596","Saint John","Weekly Globe","varies","0","0","0","0","1861","0","0","0","0","1927","528","-","-","-","-","265","A weekly and later a semi weekly edition of the ""Daily Evening Globe"", 1861 66 and ""Saint John Globe"", 1866 1927, intended for country subscribers.","Une édition hebdomadaire et plus tard bihebdomadaire du ""Daily Evening Globe"" (1861-1866) et du ""Saint John Globe"" (1866-1927) destinée à des abonnés ruraux.","False","False","False"
"597","Saint John","Weekly Journal","weekly","0","0","1","12","1868","0","0","0","6","1869","-","-","-","-","605","280","Weekly edition of the ""Morning Journal"". It was absorbed when the ""Morning Journal"" and the  ""St. John Morning Telegraph"" became the ""St. John Daily Telegraph and Morning Journal*.","Édition hebdomadaire du ""Morning Journal"". Elle a été absorbée lorsque le ""Morning Journal"" et le ""St. John Morning Telegraph"" ont fusionné pour devenir le ""St. John Daily Telegraph and Morning Journal*.","False","False","False"
"598","Saint John","Weekly New Brunswicker","weekly","1","1","12","10","1855","0","0","0","0","1863","-","-","-","-","-","311","Weekly edition of ""New Brunswicker or Colonial and Foreign Gazetteer"".","Édition hebdomadaire du ""New Brunswicker or Colonial and Foreign Gazetteer"".","False","False","False"
"599","Saint John","Weekly News","weekly","1","1","21","4","1843","0","0","2","4","1884","529","465","-","-","-","325","A weekly edition, for the country and England, of ""The Morning News, and General Advertising Newspaper"" and its successors.","Une édition hebdomadaire, pour le pays et l'Angleterre, du journal ""The Morning News, and General Advertising Newspaper"" et ses successeurs.","False","False","True"
"600","Saint John","Weekly News","weekly","1","1","0","7","1903","0","0","0","0","0","-","-","-","-","-","327","-","-","False","False","True"
"601","Saint John","The Weekly Observer","weekly","1","1","15","7","1828","0","0","20","1","1857","563","-","-","-","-","329","Published under various titles including ""Saint John Observer"", ""The Saint John Observer, ""Saint John Observer and General Advertiser"".","Publié sous divers noms, notamment ""Saint John Observer"", ""The Saint John Observer"" et ""Saint John Observer and General Advertiser"".","False","False","False"
"602","Saint John","Weekly Press","weekly","1","1","14","2","1957","0","0","0","4","1958","-","-","108","108","-","0","-","-","False","False","True"
"603","Saint John","Weekly Record","weekly","1","1","0","0","1890","0","0","0","0","1899","-","-","-","-","-","0","Weekly edition of ""Daily Record"".","Édition hebdomadaire du ""Daily Record"".","False","False","True"
"604","Saint John","Weekly Review","weekly","1","1","12","1","1950","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"605","Saint John","Weekly Telegraph","weekly","0","0","27","9","1862","0","0","0","0","1897","597","537","-","-","-","383","-","-","False","False","False"
"606","Saint John","The Weekly Tribune","weekly","1","1","0","6","1872","0","0","0","0","1875","-","-","-","-","-","403","Weekly edition of ""Daily Tribune"".","Édition hebdomadaire du ""Daily Tribune"".","False","False","True"
"607","Saint John","Weekly Tribune and Educational Journal","weekly","1","1","20","2","1860","0","0","0","0","0","-","-","-","-","-","403","Printer,  George W. Day.","Imprimeur, George W. Day","False","False","False"
"608","Saint John","West End News and Fairville Times","weekly","1","1","25","10","1912","0","0","0","0","1913","-","-","-","-","-","413","-","-","False","False","False"
"609","Saint John","The West Side Review","2/monthly","1","1","0","0","1878","0","0","0","0","1879","-","-","-","-","-","0","Official organ of the Independent Order of Good Templars of New Brunswick.","Organe officiel de lOrdre des Templiers du Nouveau-Brunswick.","False","False","True"
"610","Saint John","Western Recorder and Carleton Advertiser and Home Journal","weekly","1","1","0","3","1857","0","0","0","0","1858","-","611","-","-","-","414","-","-","False","False","True"
"611","Saint John","Western Recorder and Weekly Herald","weekly","1","1","0","3","1858","0","0","0","0","1859","610","-","-","-","-","414","Published in Carleton, Nova Scotia now known as Saint John, New Brunswick.","Publié à Carleton, Nouvelle-Écosse, connu de nos jours sous le nom de Saint John, Nouveau-Brunswick.","False","False","True"
"612","Saint John","Y.M.C.A. Reporter","weekly","1","1","0","0","1936","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"613","Saint Joseph","Ensemble","irregular","0","0","15","10","1960","7","3","19","2","1966","-","-","-","-","-","0","-","-","False","False","False"
"614","Saint Joseph","Liaisons","monthly","1","0","10","6","1941","26","1","15","11","1967","237","-","-","-","-","0","-","-","False","False","False"
"615","Saint Joseph","La Lien: bulletin dinformation de la vallée de Memramcook","2/monthly","1","1","17","1","1986","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"616","Shediac","Express du sud est","weekly","1","1","10","6","1987","3","44","25","4","1990","-","-","-","-","-","0","-","-","False","False","False"
"617","Shediac","Le Moniteur","weekly","3","37","19","3","1986","7","23","23","12","1988","619","618","-","-","-","0","-","-","False","False","False"
"618","Shediac","Le Moniteur Acadien","weekly","1","1","8","7","1867","65","1","4","1","1989","619","-","-","-","-","442","Not published January May 1868; May 13, June  29, 1886; Oct. 25, 1918, Nov. 20, 1924.","Pas publié janv mai 1868; 13 mai 29 juin, 1886; 25 oct, 1918   20 nov, 1924.","False","False","False"
"619","Shediac","Le P'tit Moniteur","weekly","1","1","14","6","1984","3","36","12","3","1986","618","617","-","-","-","0","-","-","False","False","False"
"620","Shippagan","Stella Maris","irregular","1","1","0","12","1960","10","4","0","3","1970","-","-","-","-","-","0","-","-","False","False","False"
"621","St. Andrews","Bay Pilot","weekly","1","1","2","5","1876","11","46","21","3","1889","-","631","-","-","-","111","-","-","False","False","False"
"622","St. Andrews","The Beacon","weekly","8","1","1","5","1896","0","0","0","0","1919","631","-","-","-","-","194","-","-","False","False","True"
"623","St. Andrews","Charlotte Gazette","weekly","1","1","0","6","1846","0","0","6","12","1856","-","-","-","-","-","191","-","-","False","False","True"
"624","St. Andrews","Family Gazette and Charlotte County Advertiser","unknown","0","0","0","0","1885","0","0","0","0","0","-","-","-","-","-","192","-","-","False","False","True"
"625","St. Andrews","The Herald","weekly","0","0","0","0","1827","0","0","0","0","1828","628","628","-","-","-","196","-","-","False","False","True"
"626","St. Andrews","The New-Brunswick Standard and St. Andrews Commercial Gazette","weekly","1","1","10","9","1833","1","52","18","9","1834","-","635","-","-","-","198","-","-","False","False","False"
"627","St. Andrews","Provincialist or Charlotte County Advertiser","weekly","1","1","0","0","1855","0","0","13","12","1859","-","-","-","-","-","193","-","-","False","False","True"
"628","St. Andrews","Saint Andrews Herald","weekly","6","0","0","0","1825","0","0","0","0","1833","633,625","625","-","-","-","196","-","-","False","False","True"
"629","St. Andrews","Saint Andrews Herald and Commercial Advertiser","weekly","1","1","0","0","1819","0","0","0","0","1925","-","-","-","-","-","196","""First New Brunswick paper printed outside of Saint John and Fredericton""  -  Harper.","Premier journal a être publié à lextérieur de la ville de Saint John et de\nFredericton, Nouveau-Brunswick - Harper","False","False","True"
"630","St. Andrews","St. Andrews Watchman","weekly","0","0","0","0","1833","0","0","0","0","0","-","-","-","-","-","197","-","-","False","False","True"
"631","St. Andrews","St. Andrews Beacon","weekly","1","1","0","5","1889","7","53","30","4","1896","621","622","-","-","-","194","-","-","False","False","False"
"632","St. Andrews","St. Andrews Courant","weekly","1","1","0","5","1831","0","0","0","0","1844","-","-","-","-","-","195","-","-","False","False","True"
"633","St. Andrews","St. Andrews Herald","weekly","0","0","0","0","1825","0","0","0","0","0","629","628","-","-","-","196","-","-","False","False","True"
"634","St. Andrews","St. Andrews Standard","unknown","23","36","10","9","1856","47","30","21","7","1880","640","-","-","-","-","198","-","-","False","False","False"
"635","St. Andrews","St. Andrews Standard, New-Brunswick","weekly","2","1","25","9","1834","4","50","30","12","1837","626","637","-","-","-","198","-","-","False","False","False"
"636","St. Andrews","The Standard","unknown","15","27","1","7","1848","15","28","8","7","1848","638","640","-","-","-","198","-","-","False","False","False"
"637","St. Andrews","The Standard, New-Brunswick","weekly","5","1","6","1","1838","7","14","4","4","1840","635","639","-","-","-","198","-","-","False","False","False"
"638","St. Andrews","The Standard or Frontier Agricultural and Commercial Gazette","unknown","12","9","26","2","1845","15","26","28","6","1848","639","636","-","-","-","198","-","-","False","False","False"
"639","St. Andrews","The Standard or Frontier Gazette","weekly","7","15","17","4","1840","12","8","19","2","1845","637","638","-","-","-","198","-","-","False","False","False"
"640","St. Andrews","The Standard or Railway and Commercial Record","unknown","15","0","12","7","1848","23","35","3","9","1856","636","634","-","-","-","198","-","-","False","False","False"
"641","St. George","The Granite Town Greetings","weekly","1","1","0","0","1907","0","0","0","0","1913","642","-","-","-","-","0","-","-","False","False","False"
"642","St. George","St. George News","unknown","1","1","0","0","1905","2","0","0","0","1907","-","641","-","-","-","200","-","-","False","False","True"
"643","St. Martins","Sea Side News","monthly","0","1","0","2","1972","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","True"
"644","St. Martins","Weekly Gazette","weekly","1","1","11","5","1907","0","0","0","0","1908","-","-","-","-","-","423","-","-","False","False","True"
"645","St. Stephen","Atlantic Coastguide","irregular","1","1","0","0","1978","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"646","St. Stephen","Charlotte Advocate","weekly","0","0","0","0","1860","0","0","0","0","1865","653","-","-","-","-","425","-","-","False","False","True"
"647","St. Stephen","Charlotte Free Press","unknown","0","0","0","0","1860","0","0","0","0","0","-","-","-","-","-","426","-","-","False","False","False"
"648","St. Stephen","Colonial Presbyterian","varies","1","1","0","3","1855","0","0","0","0","0","-","378","-","-","-","245","-","-","False","False","False"
"649","St. Stephen","Courier Weekend","weekly","1","1","4","3","1978","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"650","St. Stephen","Dollar Stretcher","weekly","1","1","4","2","1985","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"651","St. Stephen","Enterprise","unknown","1","1","30","9","1885","0","0","0","0","0","-","-","-","-","-","427","-","-","False","False","False"
"652","St. Stephen","Pilot","weekly","0","0","0","0","1855","0","0","0","0","0","-","-","-","-","-","431","-","-","False","False","True"
